,MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,filename,RelativeTime,poke_int,Errors,Nighttime,RelativeTime2,Retrieval_Time_filt,Errors_binned,Successes_binned,NewRT,active_bias
0.0,2020-06-08 18:49:00,0.0,3.71,3.0,1.0,Poke,Left,20.0,8.0,20.0,NaN,FED1.CSV,0 days 03:54:00,0 days 02:22:00,1.0,0.0,14040.0,NaN,NaN,NaN,0.0,NaN
4.0,2020-06-08 22:36:00,0.0,3.69,3.0,1.0,Poke,Left,45.0,16.0,45.0,NaN,FED1.CSV,0 days 07:41:00,0 days 00:46:00,1.0,1.0,27660.0,NaN,8.0,25.0,4.0,75.75757575757575
8.0,2020-06-09 02:14:00,0.0,3.67,3.0,1.0,Poke,Left,54.0,24.0,54.0,NaN,FED1.CSV,0 days 11:19:00,0 days 01:19:00,1.0,1.0,40740.0,NaN,8.0,9.0,8.0,52.94117647058824
12.0,2020-06-09 06:49:00,0.0,3.66,2.0,1.0,Poke,Left,60.0,32.0,60.0,NaN,FED1.CSV,0 days 15:54:00,0 days 01:17:00,1.0,1.0,57240.0,NaN,8.0,6.0,12.0,42.857142857142854
16.0,2020-06-09 10:40:00,0.0,3.66,3.0,1.0,Poke,Left,70.0,41.0,70.0,NaN,FED1.CSV,0 days 19:45:00,0 days 01:25:00,1.0,0.0,71100.0,NaN,9.0,10.0,16.0,52.63157894736842
20.0,2020-06-09 13:37:00,0.0,3.65,3.0,1.0,Poke,Left,72.0,45.0,72.0,NaN,FED1.CSV,0 days 22:42:00,0 days 02:34:00,1.0,0.0,81720.0,NaN,4.0,2.0,20.0,33.33333333333333
24.0,2020-06-09 18:48:00,0.0,3.64,20.0,1.0,Poke,Left,94.0,66.0,94.0,NaN,FED1.CSV,1 days 03:53:00,0 days 01:56:00,1.0,0.0,100380.0,NaN,21.0,22.0,24.0,51.162790697674424
28.0,2020-06-09 22:43:00,0.0,3.64,9.0,1.0,Poke,Left,116.0,84.0,116.0,NaN,FED1.CSV,1 days 07:48:00,0 days 00:29:00,1.0,1.0,114480.0,NaN,18.0,22.0,28.0,55.00000000000001
32.0,2020-06-10 02:40:00,0.0,3.63,22.0,1.0,Poke,Left,136.0,93.0,136.0,NaN,FED1.CSV,1 days 11:45:00,0 days 00:42:00,1.0,1.0,128700.0,NaN,9.0,20.0,32.0,68.96551724137932
36.0,2020-06-10 06:54:00,0.0,3.62,20.0,1.0,Poke,Left,153.0,101.0,150.0,NaN,FED1.CSV,1 days 15:59:00,0 days 00:37:00,1.0,1.0,143940.0,NaN,8.0,17.0,36.0,68.0
40.0,2020-06-10 10:21:00,0.0,3.62,21.0,1.0,Poke,Left,162.0,106.0,160.0,NaN,FED1.CSV,1 days 19:26:00,0 days 01:29:00,1.0,0.0,156360.0,NaN,5.0,9.0,40.0,64.28571428571429
44.0,2020-06-10 14:25:00,0.0,3.61,3.0,1.0,Poke,Left,170.0,110.0,168.0,NaN,FED1.CSV,1 days 23:30:00,0 days 00:57:00,1.0,0.0,171000.0,NaN,4.0,8.0,44.0,66.66666666666666
48.0,2020-06-10 18:09:00,0.0,4.2,3.0,1.0,Poke,Left,180.0,113.0,178.0,NaN,FED1.CSV,2 days 03:14:00,0 days 00:48:00,1.0,0.0,184440.0,NaN,3.0,10.0,48.0,76.92307692307693
52.0,2020-06-10 22:49:00,0.0,4.17,21.0,1.0,Poke,Left,200.0,132.0,198.0,NaN,FED1.CSV,2 days 07:54:00,0 days 00:52:00,1.0,1.0,201240.0,NaN,19.0,20.0,52.0,51.28205128205128
56.0,2020-06-11 02:53:00,0.0,4.14,3.0,1.0,Poke,Left,216.0,145.0,214.0,NaN,FED1.CSV,2 days 11:58:00,0 days 00:49:00,1.0,1.0,215880.0,NaN,13.0,16.0,56.0,55.172413793103445
60.0,2020-06-11 06:46:00,0.0,4.11,3.0,1.0,Poke,Left,227.0,148.0,225.0,NaN,FED1.CSV,2 days 15:51:00,0 days 00:53:00,1.0,1.0,229860.0,NaN,3.0,11.0,60.0,78.57142857142857
64.0,2020-06-11 09:58:00,0.0,4.1,2.0,1.0,Poke,Left,237.0,152.0,235.0,NaN,FED1.CSV,2 days 19:03:00,0 days 01:01:00,1.0,0.0,241380.0,NaN,4.0,10.0,64.0,71.42857142857143
68.0,2020-06-11 13:44:00,0.0,4.07,2.0,1.0,Poke,Left,242.0,153.0,240.0,NaN,FED1.CSV,2 days 22:49:00,0 days 01:30:00,1.0,0.0,254940.0,NaN,1.0,5.0,68.0,83.33333333333334
72.0,2020-06-11 18:47:00,0.0,4.06,2.0,1.0,Poke,Left,250.0,157.0,248.0,NaN,FED1.CSV,3 days 03:52:00,0 days 01:35:00,1.0,0.0,273120.0,NaN,4.0,8.0,72.0,66.66666666666666
76.0,2020-06-11 22:44:00,0.0,4.05,2.0,1.0,Poke,Left,275.0,174.0,273.0,NaN,FED1.CSV,3 days 07:49:00,0 days 00:37:00,1.0,1.0,287340.0,NaN,17.0,25.0,76.0,59.523809523809526
80.0,2020-06-12 02:32:00,0.0,4.05,3.0,1.0,Poke,Left,290.0,184.0,288.0,NaN,FED1.CSV,3 days 11:37:00,0 days 00:31:00,1.0,1.0,301020.0,NaN,10.0,15.0,80.0,60.0
84.0,2020-06-12 06:24:00,0.0,4.04,3.0,1.0,Poke,Left,303.0,191.0,300.0,NaN,FED1.CSV,3 days 15:29:00,0 days 00:46:00,1.0,1.0,314940.0,NaN,7.0,13.0,84.0,65.0
88.0,2020-06-12 09:57:00,0.0,4.03,2.0,1.0,Poke,Left,308.0,193.0,306.0,NaN,FED1.CSV,3 days 19:02:00,0 days 01:38:00,1.0,0.0,327720.0,NaN,2.0,5.0,88.0,71.42857142857143
92.0,2020-06-12 13:48:00,0.0,4.03,2.0,1.0,Poke,Left,314.0,193.0,312.0,NaN,FED1.CSV,3 days 22:53:00,0 days 01:35:00,0.0,0.0,341580.0,NaN,0.0,6.0,92.0,100.0
96.0,2020-06-12 18:30:00,0.0,4.02,2.0,1.0,Poke,Left,324.0,196.0,322.0,NaN,FED1.CSV,4 days 03:35:00,0 days 01:46:00,1.0,0.0,358500.0,NaN,3.0,10.0,96.0,76.92307692307693
100.0,2020-06-12 22:48:00,0.0,4.01,2.0,1.0,Poke,Left,344.0,203.0,342.0,NaN,FED1.CSV,4 days 07:53:00,0 days 00:41:00,1.0,1.0,373980.0,NaN,7.0,20.0,100.0,74.07407407407408
104.0,2020-06-13 02:33:00,0.0,4.0,2.0,1.0,Poke,Left,363.0,206.0,361.0,NaN,FED1.CSV,4 days 11:38:00,0 days 00:33:00,1.0,1.0,387480.0,NaN,3.0,19.0,104.0,86.36363636363636
108.0,2020-06-13 06:49:00,0.0,3.98,3.0,1.0,Poke,Left,380.0,210.0,378.0,NaN,FED1.CSV,4 days 15:54:00,0 days 00:42:00,1.0,1.0,402840.0,NaN,4.0,17.0,108.0,80.95238095238095
112.0,2020-06-13 09:35:00,0.0,3.95,2.0,1.0,Poke,Left,385.0,212.0,383.0,NaN,FED1.CSV,4 days 18:40:00,0 days 01:07:00,1.0,0.0,412800.0,NaN,2.0,5.0,112.0,71.42857142857143
116.0,2020-06-13 14:14:00,0.0,3.94,3.0,1.0,Poke,Left,390.0,212.0,388.0,NaN,FED1.CSV,4 days 23:19:00,0 days 01:41:00,0.0,0.0,429540.0,NaN,0.0,5.0,116.0,100.0
120.0,2020-06-13 18:51:00,0.0,3.93,2.0,1.0,Poke,Left,400.0,215.0,398.0,NaN,FED1.CSV,5 days 03:56:00,0 days 01:35:00,1.0,0.0,446160.0,NaN,3.0,10.0,120.0,76.92307692307693
124.0,2020-06-13 22:53:00,0.0,3.92,20.0,1.0,Poke,Left,421.0,217.0,419.0,NaN,FED1.CSV,5 days 07:58:00,0 days 00:38:00,1.0,1.0,460680.0,NaN,2.0,21.0,124.0,91.30434782608695
128.0,2020-06-14 02:45:00,0.0,3.91,3.0,1.0,Poke,Left,437.0,218.0,435.0,NaN,FED1.CSV,5 days 11:50:00,0 days 00:57:00,1.0,1.0,474600.0,NaN,1.0,16.0,128.0,94.11764705882352
132.0,2020-06-14 06:47:00,0.0,3.89,4.0,1.0,Poke,Left,453.0,223.0,450.0,NaN,FED1.CSV,5 days 15:52:00,0 days 00:47:00,1.0,1.0,489120.0,NaN,5.0,16.0,132.0,76.19047619047619
136.0,2020-06-14 10:27:00,0.0,3.88,2.0,1.0,Poke,Left,464.0,224.0,462.0,NaN,FED1.CSV,5 days 19:32:00,0 days 01:46:00,1.0,0.0,502320.0,NaN,1.0,11.0,136.0,91.66666666666666
140.0,2020-06-14 13:43:00,0.0,3.87,3.0,1.0,Poke,Left,468.0,228.0,466.0,NaN,FED1.CSV,5 days 22:48:00,0 days 01:06:00,1.0,0.0,514080.0,NaN,4.0,4.0,140.0,50.0
144.0,2020-06-14 18:46:00,0.0,3.85,3.0,1.0,Poke,Left,475.0,229.0,473.0,NaN,FED1.CSV,6 days 03:51:00,0 days 01:34:00,1.0,0.0,532260.0,NaN,1.0,7.0,144.0,87.5
148.0,2020-06-14 22:49:00,0.0,3.84,2.0,1.0,Poke,Left,491.0,235.0,489.0,NaN,FED1.CSV,6 days 07:54:00,0 days 00:49:00,1.0,1.0,546840.0,NaN,6.0,16.0,148.0,72.72727272727273
152.0,2020-06-15 02:46:00,0.0,3.83,21.0,1.0,Poke,Left,506.0,241.0,504.0,NaN,FED1.CSV,6 days 11:51:00,0 days 00:37:00,1.0,1.0,561060.0,NaN,6.0,15.0,152.0,71.42857142857143
156.0,2020-06-15 06:44:00,0.0,3.82,2.0,1.0,Poke,Left,527.0,246.0,525.0,NaN,FED1.CSV,6 days 15:49:00,0 days 00:32:00,1.0,1.0,575340.0,NaN,5.0,21.0,156.0,80.76923076923077
160.0,2020-06-15 10:48:00,0.0,3.8,2.0,1.0,Poke,Left,534.0,250.0,532.0,NaN,FED1.CSV,6 days 19:53:00,0 days 01:12:00,1.0,0.0,589980.0,NaN,4.0,7.0,160.0,63.63636363636363
164.0,2020-06-15 14:46:00,0.0,3.78,2.0,1.0,Poke,Left,541.0,254.0,539.0,NaN,FED1.CSV,6 days 23:51:00,0 days 01:17:00,1.0,0.0,604260.0,NaN,4.0,7.0,164.0,63.63636363636363
168.0,2020-06-15 16:56:00,0.0,3.76,2.0,1.0,Poke,Left,547.0,255.0,545.0,NaN,FED1.CSV,7 days 02:01:00,0 days 01:32:00,1.0,0.0,612060.0,NaN,1.0,6.0,168.0,85.71428571428571
0.0,2020-06-09 20:01:29,0.0,4.05,5.0,1.0,Poke,Left,31.0,23.0,31.0,NaN,FED10.CSV,0 days 03:54:45,0 days 00:31:13,1.0,1.0,14085.0,NaN,NaN,NaN,0.0,NaN
4.0,2020-06-09 23:55:25,0.0,4.05,8.0,1.0,Poke,Left,57.0,29.0,57.0,NaN,FED10.CSV,0 days 07:48:41,0 days 01:09:34,1.0,1.0,28121.0,NaN,6.0,26.0,4.0,81.25
8.0,2020-06-10 03:55:41,0.0,4.03,7.0,1.0,Poke,Left,74.0,34.0,74.0,NaN,FED10.CSV,0 days 11:48:57,0 days 00:51:21,1.0,1.0,42537.0,NaN,5.0,17.0,8.0,77.27272727272727
12.0,2020-06-10 06:32:57,0.0,4.05,6.0,1.0,Poke,Left,88.0,54.0,87.0,NaN,FED10.CSV,0 days 14:26:13,0 days 00:28:07,1.0,1.0,51973.0,NaN,20.0,14.0,12.0,41.17647058823529
16.0,2020-06-10 11:02:07,0.0,4.05,3.0,1.0,Poke,Left,92.0,59.0,92.0,NaN,FED10.CSV,0 days 18:55:23,0 days 03:17:15,1.0,0.0,68123.0,NaN,5.0,4.0,16.0,44.44444444444444
20.0,2020-06-10 15:43:22,0.0,4.02,5.0,1.0,Poke,Left,98.0,60.0,98.0,NaN,FED10.CSV,0 days 23:36:38,0 days 02:11:39,1.0,0.0,84998.0,NaN,1.0,6.0,20.0,85.71428571428571
24.0,2020-06-10 19:55:54,0.0,4.0,4.0,1.0,Poke,Left,116.0,70.0,116.0,NaN,FED10.CSV,1 days 03:49:10,0 days 01:33:01,1.0,1.0,100150.0,NaN,10.0,18.0,24.0,64.28571428571429
28.0,2020-06-11 00:02:19,0.0,3.99,4.0,1.0,Poke,Left,136.0,83.0,136.0,NaN,FED10.CSV,1 days 07:55:35,0 days 00:52:12,1.0,1.0,114935.0,NaN,13.0,20.0,28.0,60.60606060606061
32.0,2020-06-11 03:55:30,0.0,3.98,3.0,1.0,Poke,Left,148.0,88.0,148.0,NaN,FED10.CSV,1 days 11:48:46,0 days 01:05:18,1.0,1.0,128926.0,NaN,5.0,12.0,32.0,70.58823529411765
36.0,2020-06-11 08:00:04,0.0,3.96,5.0,1.0,Poke,Left,162.0,95.0,162.0,NaN,FED10.CSV,1 days 15:53:20,0 days 02:00:53,1.0,1.0,143600.0,NaN,7.0,14.0,36.0,66.66666666666666
40.0,2020-06-11 12:05:53,0.0,3.96,3.0,1.0,Poke,Left,167.0,96.0,167.0,NaN,FED10.CSV,1 days 19:59:09,0 days 03:27:25,1.0,0.0,158349.0,NaN,1.0,5.0,40.0,83.33333333333334
44.0,2020-06-11 15:13:50,0.0,3.94,0.0,1.0,Poke,Left,167.0,98.0,167.0,NaN,FED10.CSV,1 days 23:07:06,0 days 02:47:46,1.0,0.0,169626.0,NaN,2.0,0.0,44.0,0.0
48.0,2020-06-11 19:54:01,0.0,3.93,3.0,1.0,Poke,Left,183.0,104.0,183.0,NaN,FED10.CSV,2 days 03:47:17,0 days 01:34:08,1.0,1.0,186437.0,NaN,6.0,16.0,48.0,72.72727272727273
52.0,2020-06-11 23:57:49,0.0,3.9,4.0,1.0,Poke,Left,203.0,115.0,203.0,NaN,FED10.CSV,2 days 07:51:05,0 days 01:05:23,1.0,1.0,201065.0,NaN,11.0,20.0,52.0,64.51612903225806
56.0,2020-06-12 03:59:31,0.0,3.9,5.0,1.0,Poke,Left,221.0,122.0,221.0,NaN,FED10.CSV,2 days 11:52:47,0 days 00:43:05,1.0,1.0,215567.0,NaN,7.0,18.0,56.0,72.0
60.0,2020-06-12 06:33:04,0.0,3.88,4.0,1.0,Poke,Left,232.0,126.0,232.0,NaN,FED10.CSV,2 days 14:26:20,0 days 00:20:30,1.0,1.0,224780.0,NaN,4.0,11.0,60.0,73.33333333333333
64.0,2020-06-12 11:07:47,0.0,3.85,2.0,1.0,Poke,Left,234.0,128.0,234.0,NaN,FED10.CSV,2 days 19:01:03,0 days 02:21:37,1.0,0.0,241263.0,NaN,2.0,2.0,64.0,50.0
68.0,2020-06-12 15:25:46,0.0,3.85,3.0,1.0,Poke,Left,241.0,131.0,241.0,NaN,FED10.CSV,2 days 23:19:02,0 days 01:58:41,1.0,0.0,256742.0,NaN,3.0,7.0,68.0,70.0
72.0,2020-06-12 20:01:46,0.0,3.84,4.0,1.0,Poke,Left,258.0,136.0,258.0,NaN,FED10.CSV,3 days 03:55:02,0 days 01:59:53,1.0,1.0,273302.0,NaN,5.0,17.0,72.0,77.27272727272727
76.0,2020-06-12 23:46:41,0.0,3.84,4.0,1.0,Poke,Left,274.0,140.0,274.0,NaN,FED10.CSV,3 days 07:39:57,0 days 00:38:39,1.0,1.0,286797.0,NaN,4.0,16.0,76.0,80.0
80.0,2020-06-13 03:54:51,0.0,3.84,5.0,1.0,Poke,Left,288.0,143.0,288.0,NaN,FED10.CSV,3 days 11:48:07,0 days 00:51:24,1.0,1.0,301687.0,NaN,3.0,14.0,80.0,82.35294117647058
84.0,2020-06-13 06:55:16,0.0,3.82,5.0,1.0,Poke,Left,305.0,153.0,305.0,NaN,FED10.CSV,3 days 14:48:32,0 days 00:20:53,1.0,1.0,312512.0,NaN,10.0,17.0,84.0,62.96296296296296
88.0,2020-06-13 10:04:38,0.0,3.77,2.0,1.0,Poke,Left,308.0,154.0,308.0,NaN,FED10.CSV,3 days 17:57:54,0 days 02:46:02,1.0,0.0,323874.0,NaN,1.0,3.0,88.0,75.0
92.0,2020-06-13 15:38:58,0.0,3.76,2.0,1.0,Poke,Left,311.0,155.0,311.0,NaN,FED10.CSV,3 days 23:32:14,0 days 03:01:31,1.0,0.0,343934.0,NaN,1.0,3.0,92.0,75.0
96.0,2020-06-13 20:00:00,0.0,3.76,4.0,1.0,Poke,Left,332.0,161.0,332.0,NaN,FED10.CSV,4 days 03:53:16,0 days 00:48:07,1.0,1.0,359596.0,NaN,6.0,21.0,96.0,77.77777777777779
100.0,2020-06-14 00:01:23,0.0,3.74,4.0,1.0,Poke,Left,354.0,164.0,354.0,NaN,FED10.CSV,4 days 07:54:39,0 days 00:30:29,1.0,1.0,374079.0,NaN,3.0,22.0,100.0,88.0
104.0,2020-06-14 03:33:45,0.0,3.71,5.0,1.0,Poke,Left,371.0,167.0,371.0,NaN,FED10.CSV,4 days 11:27:01,0 days 00:26:06,1.0,1.0,386821.0,NaN,3.0,17.0,104.0,85.0
108.0,2020-06-14 07:20:14,0.0,3.68,4.0,1.0,Poke,Left,384.0,176.0,384.0,NaN,FED10.CSV,4 days 15:13:30,0 days 00:42:13,1.0,1.0,400410.0,NaN,9.0,13.0,108.0,59.09090909090909
112.0,2020-06-14 12:03:25,0.0,3.65,4.0,1.0,Poke,Left,387.0,178.0,387.0,NaN,FED10.CSV,4 days 19:56:41,0 days 03:21:49,1.0,0.0,417401.0,NaN,2.0,3.0,112.0,60.0
116.0,2020-06-14 15:40:58,0.0,3.63,3.0,1.0,Poke,Left,391.0,178.0,391.0,NaN,FED10.CSV,4 days 23:34:14,0 days 02:39:15,0.0,0.0,430454.0,NaN,0.0,4.0,116.0,100.0
120.0,2020-06-14 19:59:36,0.0,3.62,5.0,1.0,Poke,Left,404.0,186.0,404.0,NaN,FED10.CSV,5 days 03:52:52,0 days 00:50:00,1.0,1.0,445972.0,NaN,8.0,13.0,120.0,61.904761904761905
124.0,2020-06-15 00:06:01,0.0,3.61,5.0,1.0,Poke,Left,424.0,190.0,423.0,NaN,FED10.CSV,5 days 07:59:17,0 days 00:26:36,1.0,1.0,460757.0,NaN,4.0,20.0,124.0,83.33333333333334
128.0,2020-06-15 03:46:43,0.0,3.58,4.0,1.0,Poke,Left,436.0,197.0,436.0,NaN,FED10.CSV,5 days 11:39:59,0 days 00:36:23,1.0,1.0,473999.0,NaN,7.0,12.0,128.0,63.1578947368421
132.0,2020-06-15 07:58:25,0.0,3.58,6.0,1.0,Poke,Left,450.0,204.0,450.0,NaN,FED10.CSV,5 days 15:51:41,0 days 01:13:46,1.0,1.0,489101.0,NaN,7.0,14.0,132.0,66.66666666666666
136.0,2020-06-15 11:22:17,0.0,3.54,4.0,1.0,Poke,Left,455.0,205.0,455.0,NaN,FED10.CSV,5 days 19:15:33,0 days 02:45:41,1.0,0.0,501333.0,NaN,1.0,5.0,136.0,83.33333333333334
140.0,2020-06-15 15:23:55,0.0,3.55,3.0,1.0,Poke,Left,460.0,205.0,460.0,NaN,FED10.CSV,5 days 23:17:11,0 days 01:37:11,0.0,0.0,515831.0,NaN,0.0,5.0,140.0,100.0
144.0,2020-06-15 16:26:23,0.0,3.55,1.0,1.0,Poke,Left,463.0,205.0,463.0,NaN,FED10.CSV,6 days 00:19:39,0 days 00:49:35,0.0,0.0,519579.0,NaN,0.0,3.0,144.0,100.0
0.0,2020-06-08 18:00:19,0.0,3.88,3.0,1.0,Poke,Left,14.0,15.0,14.0,NaN,FED2.CSV,0 days 03:58:42,0 days 01:28:41,1.0,0.0,14322.0,NaN,NaN,NaN,0.0,NaN
4.0,2020-06-08 21:11:41,0.0,3.85,3.0,1.0,Poke,Left,33.0,26.0,33.0,NaN,FED2.CSV,0 days 07:10:04,0 days 00:47:34,1.0,1.0,25804.0,NaN,11.0,19.0,4.0,63.33333333333333
8.0,2020-06-09 00:56:37,0.0,3.83,3.0,1.0,Poke,Left,43.0,26.0,43.0,NaN,FED2.CSV,0 days 10:55:00,0 days 03:22:02,0.0,1.0,39300.0,NaN,0.0,10.0,8.0,100.0
12.0,2020-06-09 05:39:17,0.0,3.81,8.0,1.0,Poke,Left,50.0,32.0,50.0,NaN,FED2.CSV,0 days 15:37:40,0 days 01:37:31,1.0,1.0,56260.0,NaN,6.0,7.0,12.0,53.84615384615385
16.0,2020-06-09 09:54:53,0.0,3.79,2.0,1.0,Poke,Left,55.0,34.0,55.0,NaN,FED2.CSV,0 days 19:53:16,0 days 01:52:27,1.0,0.0,71596.0,NaN,2.0,5.0,16.0,71.42857142857143
20.0,2020-06-09 10:05:38,0.0,3.75,0.0,1.0,Poke,Left,55.0,35.0,55.0,NaN,FED2.CSV,0 days 20:04:01,0 days 00:10:45,1.0,0.0,72241.0,NaN,1.0,0.0,20.0,0.0
24.0,2020-06-09 17:56:43,0.0,3.73,2.0,1.0,Poke,Left,63.0,42.0,63.0,NaN,FED2.CSV,1 days 03:55:06,0 days 05:51:40,1.0,0.0,100506.0,NaN,7.0,8.0,24.0,53.333333333333336
28.0,2020-06-09 21:44:50,0.0,3.72,3.0,1.0,Poke,Left,81.0,55.0,81.0,NaN,FED2.CSV,1 days 07:43:13,0 days 00:36:55,1.0,1.0,114193.0,NaN,13.0,18.0,28.0,58.06451612903226
32.0,2020-06-10 01:35:55,0.0,3.69,2.0,1.0,Poke,Left,97.0,58.0,97.0,NaN,FED2.CSV,1 days 11:34:18,0 days 00:48:02,1.0,1.0,128058.0,NaN,3.0,16.0,32.0,84.21052631578947
36.0,2020-06-10 05:58:11,0.0,3.67,3.0,1.0,Poke,Left,107.0,65.0,107.0,NaN,FED2.CSV,1 days 15:56:34,0 days 01:00:34,1.0,1.0,143794.0,NaN,7.0,10.0,36.0,58.82352941176471
40.0,2020-06-10 08:26:49,0.0,3.65,2.0,1.0,Poke,Left,112.0,66.0,112.0,NaN,FED2.CSV,1 days 18:25:12,0 days 01:18:41,1.0,0.0,152712.0,NaN,1.0,5.0,40.0,83.33333333333334
44.0,2020-06-10 13:28:29,0.0,3.64,1.0,1.0,Poke,Left,117.0,67.0,117.0,NaN,FED2.CSV,1 days 23:26:52,0 days 02:36:51,1.0,0.0,170812.0,NaN,1.0,5.0,44.0,83.33333333333334
48.0,2020-06-10 17:17:56,0.0,4.27,2.0,1.0,Poke,Left,125.0,69.0,125.0,NaN,FED2.CSV,2 days 03:16:19,0 days 01:43:56,1.0,0.0,184579.0,NaN,2.0,8.0,48.0,80.0
52.0,2020-06-10 21:32:06,0.0,4.24,2.0,1.0,Poke,Left,136.0,79.0,136.0,NaN,FED2.CSV,2 days 07:30:29,0 days 01:10:13,1.0,1.0,199829.0,NaN,10.0,11.0,52.0,52.38095238095239
56.0,2020-06-11 02:00:21,0.0,4.21,2.0,1.0,Poke,Left,154.0,82.0,154.0,NaN,FED2.CSV,2 days 11:58:44,0 days 00:45:50,1.0,1.0,215924.0,NaN,3.0,18.0,56.0,85.71428571428571
60.0,2020-06-11 05:33:40,0.0,4.17,2.0,1.0,Poke,Left,163.0,87.0,163.0,NaN,FED2.CSV,2 days 15:32:03,0 days 01:05:50,1.0,1.0,228723.0,NaN,5.0,9.0,60.0,64.28571428571429
64.0,2020-06-11 08:52:58,0.0,4.15,1.0,1.0,Poke,Left,172.0,91.0,172.0,NaN,FED2.CSV,2 days 18:51:21,0 days 01:25:52,1.0,0.0,240681.0,NaN,4.0,9.0,64.0,69.23076923076923
68.0,2020-06-11 12:34:27,0.0,4.14,1.0,1.0,Poke,Left,178.0,91.0,178.0,NaN,FED2.CSV,2 days 22:32:50,0 days 02:06:37,0.0,0.0,253970.0,NaN,0.0,6.0,68.0,100.0
72.0,2020-06-11 17:10:00,0.0,4.13,2.0,1.0,Poke,Left,185.0,93.0,185.0,NaN,FED2.CSV,3 days 03:08:23,0 days 02:02:13,1.0,0.0,270503.0,NaN,2.0,7.0,72.0,77.77777777777779
76.0,2020-06-11 21:09:02,0.0,4.12,3.0,1.0,Poke,Left,201.0,97.0,201.0,NaN,FED2.CSV,3 days 07:07:25,0 days 00:58:14,1.0,1.0,284845.0,NaN,4.0,16.0,76.0,80.0
